timestamp,asset_name,attribute_name,attribute_value
5,Box Erector,Starved,False
5,Box Erector,State,Running
5,Box Erector,Total,1
5,Box Sealer,Alarm_State,NORMAL
5,Box Sealer,Alarm_Text, 
5,Box Sealer,Bad,0
5,Box Sealer,Blocked,False
5,Box Sealer,Down,False
5,Box Sealer,Good,0
5,Box Sealer,Starved,True
5,Box Sealer,State,Starved
5,Box Sealer,Total,0
5,Conveyor Left Turn,Total,0
5,Conveyor Right Turn,Total,0
5,Cookie Former,Alarm_State,NORMAL
5,Cookie Former,Alarm_Text, 
5,Cookie Former,Bad,0
5,Cookie Former,Blocked,False
5,Cookie Former,Down,False
5,Cookie Former,Good,55
5,Cookie Former,Moisture,59.44
5,Cookie Former,Starved,False
5,Cookie Former,State,Running
5,Cookie Former,Temperature,2.82
5,Cookie Former,Total,12
5,Cookie Inspector,Alarm_State,NORMAL
5,Cookie Inspector,Alarm_Text, 
5,Cookie Inspector,Bad,0
5,Cookie Inspector,Blocked,False
5,Cookie Inspector,Down,False
5,Cookie Inspector,Good,0
5,Cookie Inspector,Starved,True
5,Cookie Inspector,State,Starved
5,Cookie Inspector,Total,0
5,Freezer Tunnel,Alarm_State,NORMAL
5,Freezer Tunnel,Alarm_Text, 
5,Freezer Tunnel,Bad,0
5,Freezer Tunnel,Blocked,False
5,Freezer Tunnel,Down,False
5,Freezer Tunnel,Good,20
5,Freezer Tunnel,Speed,8.8
5,Freezer Tunnel,Starved,False
5,Freezer Tunnel,State,Running
5,Freezer Tunnel,Temperature,-21.91
5,Freezer Tunnel,Total,25
5,Labeller,Alarm_State,NORMAL
5,Labeller,Alarm_Text, 
5,Labeller,Bad,0
5,Labeller,Blocked,False
5,Labeller,Down,False
5,Labeller,Good,0
5,Labeller,Starved,True
5,Labeller,State,Starved
5,Labeller,Total,0
5,Line 1,Shift,1
5,Liner Inserter,Alarm_State,NORMAL
5,Liner Inserter,Alarm_Text, 
5,Liner Inserter,Bad,0
5,Liner Inserter,Blocked,False
5,Liner Inserter,Down,False
5,Liner Inserter,Good,0
5,Liner Inserter,Starved,True
5,Liner Inserter,State,Starved
5,Liner Inserter,Total,0
5,Vertical Conveyor,Alarm_State,NORMAL
5,Vertical Conveyor,Alarm_Text, 
5,Vertical Conveyor,Bad,0
5,Vertical Conveyor,Blocked,False
5,Vertical Conveyor,Down,False
5,Vertical Conveyor,Good,0
5,Vertical Conveyor,Starved,True
5,Vertical Conveyor,State,Starved
5,Vertical Conveyor,Total,0
10,Box Erector,Alarm_State,NORMAL
10,Box Erector,Alarm_Text, 
10,Box Erector,Bad,0
10,Box Erector,Bad_Parts_1Min,0.0
10,Box Erector,Blocked,False
10,Box Erector,Blocked_Time_1Min,45.0
10,Box Erector,Down,False
10,Box Erector,Down_Time_1Min,0.0
10,Box Erector,Good,1
10,Box Erector,Good_Parts_1Min,0.0
10,Box Erector,Starved,False
10,Box Erector,Starved_Time_1Min,0.0
10,Box Erector,State,Running
10,Box Erector,Total,2
10,Box Erector,Total_Parts_1Min,0.0
10,Box Sealer,Alarm_State,NORMAL
10,Box Sealer,Alarm_Text, 
10,Box Sealer,Bad,0
10,Box Sealer,Bad_Parts_1Min,0.0
10,Box Sealer,Blocked,False
10,Box Sealer,Blocked_Time_1Min,0.0
10,Box Sealer,Down,False
10,Box Sealer,Down_Time_1Min,0.0
10,Box Sealer,Good,0
10,Box Sealer,Good_Parts_1Min,0.0
10,Box Sealer,Starved,True
10,Box Sealer,Starved_Time_1Min,60.0
10,Box Sealer,State,Starved
10,Box Sealer,Total,0
10,Box Sealer,Total_Parts_1Min,0.0
10,Conveyor Left Turn,Max_Level,0.0
10,Conveyor Left Turn,Min_Level,0.0
10,Conveyor Left Turn,Total,0
10,Conveyor Right Turn,Max_Level,0.0
10,Conveyor Right Turn,Min_Level,0.0
10,Conveyor Right Turn,Total,0
10,Cookie Former,Alarm_State,NORMAL
10,Cookie Former,Alarm_Text, 
10,Cookie Former,Bad,0
10,Cookie Former,Bad_Parts_1Min,0.0
10,Cookie Former,Blocked,False
10,Cookie Former,Blocked_Time_1Min,45.0
10,Cookie Former,Down,False
10,Cookie Former,Down_Time_1Min,0.0
10,Cookie Former,Good,85
10,Cookie Former,Good_Parts_1Min,0.0
10,Cookie Former,Moisture,59.35
10,Cookie Former,Starved,False
10,Cookie Former,Starved_Time_1Min,0.0
10,Cookie Former,State,Running
10,Cookie Former,Temperature,2.83
10,Cookie Former,Total,18
10,Cookie Former,Total_Parts_1Min,0.0
10,Cookie Inspector,Alarm_State,NORMAL
10,Cookie Inspector,Alarm_Text, 
10,Cookie Inspector,Bad,0
10,Cookie Inspector,Bad_Parts_1Min,0.0
10,Cookie Inspector,Blocked,False
10,Cookie Inspector,Blocked_Time_1Min,0.0
10,Cookie Inspector,Down,False
10,Cookie Inspector,Down_Time_1Min,45.0
10,Cookie Inspector,Good,25
10,Cookie Inspector,Good_Parts_1Min,0.0
10,Cookie Inspector,Starved,False
10,Cookie Inspector,Starved_Time_1Min,15.0
10,Cookie Inspector,State,Running
10,Cookie Inspector,Total,30
10,Cookie Inspector,Total_Parts_1Min,0.0
10,Freezer Tunnel,Alarm_State,NORMAL
10,Freezer Tunnel,Alarm_Text, 
10,Freezer Tunnel,Bad,0
10,Freezer Tunnel,Bad_Parts_1Min,0.0
10,Freezer Tunnel,Blocked,False
10,Freezer Tunnel,Blocked_Time_1Min,45.0
10,Freezer Tunnel,Down,False
10,Freezer Tunnel,Down_Time_1Min,0.0
10,Freezer Tunnel,Good,50
10,Freezer Tunnel,Good_Parts_1Min,0.0
10,Freezer Tunnel,Speed,8.8
10,Freezer Tunnel,Starved,False
10,Freezer Tunnel,Starved_Time_1Min,10.0
10,Freezer Tunnel,State,Running
10,Freezer Tunnel,Temperature,-21.93
10,Freezer Tunnel,Total,55
10,Freezer Tunnel,Total_Parts_1Min,0.0
10,Labeller,Alarm_State,NORMAL
10,Labeller,Alarm_Text, 
10,Labeller,Bad,0
10,Labeller,Bad_Parts_1Min,0.0
10,Labeller,Blocked,False
10,Labeller,Blocked_Time_1Min,0.0
10,Labeller,Down,False
10,Labeller,Down_Time_1Min,0.0
10,Labeller,Good,0
10,Labeller,Good_Parts_1Min,0.0
10,Labeller,Starved,True
10,Labeller,Starved_Time_1Min,60.0
10,Labeller,State,Starved
10,Labeller,Total,0
10,Labeller,Total_Parts_1Min,0.0
10,Line 1,Shift,1
10,Liner Inserter,Alarm_State,NORMAL
10,Liner Inserter,Alarm_Text, 
10,Liner Inserter,Bad,0
10,Liner Inserter,Bad_Parts_1Min,0.0
10,Liner Inserter,Blocked,False
10,Liner Inserter,Blocked_Time_1Min,45.0
10,Liner Inserter,Down,False
10,Liner Inserter,Down_Time_1Min,0.0
10,Liner Inserter,Good,0
10,Liner Inserter,Good_Parts_1Min,0.0
10,Liner Inserter,Starved,True
10,Liner Inserter,Starved_Time_1Min,15.0
10,Liner Inserter,State,Starved
10,Liner Inserter,Total,0
10,Liner Inserter,Total_Parts_1Min,0.0
10,Vertical Conveyor,Alarm_State,NORMAL
10,Vertical Conveyor,Alarm_Text, 
10,Vertical Conveyor,Bad,0
10,Vertical Conveyor,Bad_Parts_1Min,0.0
10,Vertical Conveyor,Blocked,False
10,Vertical Conveyor,Blocked_Time_1Min,0.0
10,Vertical Conveyor,Down,False
10,Vertical Conveyor,Down_Time_1Min,0.0
10,Vertical Conveyor,Good,0
10,Vertical Conveyor,Good_Parts_1Min,0.0
10,Vertical Conveyor,Starved,True
10,Vertical Conveyor,Starved_Time_1Min,60.0
10,Vertical Conveyor,State,Starved
10,Vertical Conveyor,Total,0
10,Vertical Conveyor,Total_Parts_1Min,0.0
15,Box Erector,Alarm_State,NORMAL
15,Box Erector,Alarm_Text, 
15,Box Erector,Bad,0
15,Box Erector,Blocked,False
15,Box Erector,Down,False
15,Box Erector,Good,1
15,Box Erector,Starved,False
15,Box Erector,State,Running
15,Box Erector,Total,2
15,Box Sealer,Alarm_State,NORMAL
15,Box Sealer,Alarm_Text, 
15,Box Sealer,Bad,0
15,Box Sealer,Blocked,False
15,Box Sealer,Down,False
15,Box Sealer,Good,0
15,Box Sealer,Starved,True
15,Box Sealer,State,Starved
15,Box Sealer,Total,0
15,Conveyor Left Turn,Total,0
15,Conveyor Right Turn,Total,0
15,Cookie Former,Alarm_State,NORMAL
15,Cookie Former,Alarm_Text, 
15,Cookie Former,Bad,0
15,Cookie Former,Blocked,False
15,Cookie Former,Down,False
15,Cookie Former,Good,115
15,Cookie Former,Moisture,59.32
15,Cookie Former,Starved,False
15,Cookie Former,State,Running
15,Cookie Former,Temperature,2.83
15,Cookie Former,Total,24
15,Cookie Inspector,Alarm_State,NORMAL
15,Cookie Inspector,Alarm_Text, 
15,Cookie Inspector,Bad,1
15,Cookie Inspector,Blocked,False
15,Cookie Inspector,Down,False
15,Cookie Inspector,Good,59
15,Cookie Inspector,Starved,False
15,Cookie Inspector,State,Running
15,Cookie Inspector,Total,65
15,Freezer Tunnel,Alarm_State,NORMAL
15,Freezer Tunnel,Alarm_Text, 
15,Freezer Tunnel,Bad,0
15,Freezer Tunnel,Blocked,False
15,Freezer Tunnel,Down,False
15,Freezer Tunnel,Good,80
15,Freezer Tunnel,Speed,8.8
15,Freezer Tunnel,Starved,False
15,Freezer Tunnel,State,Running
15,Freezer Tunnel,Temperature,-21.75
15,Freezer Tunnel,Total,85
15,Labeller,Alarm_State,NORMAL
15,Labeller,Alarm_Text, 
15,Labeller,Bad,0
15,Labeller,Blocked,False
15,Labeller,Down,False
15,Labeller,Good,0
15,Labeller,Starved,True
15,Labeller,State,Starved
15,Labeller,Total,0
15,Line 1,Shift,1
15,Liner Inserter,Alarm_State,NORMAL
15,Liner Inserter,Alarm_Text, 
15,Liner Inserter,Bad,0
15,Liner Inserter,Blocked,False
15,Liner Inserter,Down,False
15,Liner Inserter,Good,0
15,Liner Inserter,Starved,True
15,Liner Inserter,State,Starved
15,Liner Inserter,Total,0
15,Vertical Conveyor,Alarm_State,NORMAL
15,Vertical Conveyor,Alarm_Text, 
15,Vertical Conveyor,Bad,0
15,Vertical Conveyor,Blocked,False
15,Vertical Conveyor,Down,False
15,Vertical Conveyor,Good,0
15,Vertical Conveyor,Starved,True
15,Vertical Conveyor,State,Starved
15,Vertical Conveyor,Total,0
20,Box Erector,Alarm_State,NORMAL
20,Box Erector,Alarm_Text, 
20,Box Erector,Bad,0
20,Box Erector,Blocked,False
20,Box Erector,Down,False
20,Box Erector,Good,2
20,Box Erector,Starved,False
20,Box Erector,State,Running
20,Box Erector,Total,3
20,Box Sealer,Alarm_State,NORMAL
20,Box Sealer,Alarm_Text, 
20,Box Sealer,Bad,0
20,Box Sealer,Blocked,False
20,Box Sealer,Down,False
20,Box Sealer,Good,0
20,Box Sealer,Starved,True
20,Box Sealer,State,Starved
20,Box Sealer,Total,0
20,Conveyor Left Turn,Total,0
20,Conveyor Right Turn,Total,0
20,Cookie Former,Alarm_State,NORMAL
20,Cookie Former,Alarm_Text, 
20,Cookie Former,Bad,0
20,Cookie Former,Blocked,False
20,Cookie Former,Down,False
20,Cookie Former,Good,145
20,Cookie Former,Moisture,59.31
20,Cookie Former,Starved,False
20,Cookie Former,State,Running
20,Cookie Former,Temperature,2.86
20,Cookie Former,Total,30
20,Cookie Inspector,Alarm_State,NORMAL
20,Cookie Inspector,Alarm_Text, 
20,Cookie Inspector,Bad,1
20,Cookie Inspector,Blocked,False
20,Cookie Inspector,Down,False
20,Cookie Inspector,Good,99
20,Cookie Inspector,Starved,False
20,Cookie Inspector,State,Running
20,Cookie Inspector,Total,105
20,Freezer Tunnel,Alarm_State,NORMAL
20,Freezer Tunnel,Alarm_Text, 
20,Freezer Tunnel,Bad,0
20,Freezer Tunnel,Blocked,False
20,Freezer Tunnel,Down,False
20,Freezer Tunnel,Good,110
20,Freezer Tunnel,Speed,8.79
20,Freezer Tunnel,Starved,False
20,Freezer Tunnel,State,Running
20,Freezer Tunnel,Temperature,-21.71
20,Freezer Tunnel,Total,115
20,Labeller,Alarm_State,NORMAL
20,Labeller,Alarm_Text, 
20,Labeller,Bad,0
20,Labeller,Blocked,False
20,Labeller,Down,False
20,Labeller,Good,0
20,Labeller,Starved,True
20,Labeller,State,Starved
20,Labeller,Total,0
20,Line 1,Shift,1
20,Liner Inserter,Alarm_State,NORMAL
20,Liner Inserter,Alarm_Text, 
20,Liner Inserter,Bad,0
20,Liner Inserter,Blocked,False
20,Liner Inserter,Down,False
20,Liner Inserter,Good,0
20,Liner Inserter,Starved,True
20,Liner Inserter,State,Starved
20,Liner Inserter,Total,0
20,Vertical Conveyor,Alarm_State,NORMAL
20,Vertical Conveyor,Alarm_Text, 
20,Vertical Conveyor,Bad,0
20,Vertical Conveyor,Blocked,False
20,Vertical Conveyor,Down,False
20,Vertical Conveyor,Good,0
20,Vertical Conveyor,Starved,True
20,Vertical Conveyor,State,Starved
20,Vertical Conveyor,Total,0
25,Box Erector,Alarm_State,NORMAL
25,Box Erector,Alarm_Text, 
25,Box Erector,Bad,0
25,Box Erector,Blocked,False
25,Box Erector,Down,False
25,Box Erector,Good,2
25,Box Erector,Starved,False
25,Box Erector,State,Running
25,Box Erector,Total,3
25,Box Sealer,Alarm_State,NORMAL
25,Box Sealer,Alarm_Text, 
25,Box Sealer,Bad,0
25,Box Sealer,Blocked,False
25,Box Sealer,Down,False
25,Box Sealer,Good,0
25,Box Sealer,Starved,True
25,Box Sealer,State,Starved
25,Box Sealer,Total,0
25,Conveyor Left Turn,Total,0
25,Conveyor Right Turn,Total,0
25,Cookie Former,Alarm_State,NORMAL
25,Cookie Former,Alarm_Text, 
25,Cookie Former,Bad,0
25,Cookie Former,Blocked,False
25,Cookie Former,Down,False
25,Cookie Former,Good,170
25,Cookie Former,Moisture,59.28
25,Cookie Former,Starved,False
25,Cookie Former,State,Running
25,Cookie Former,Temperature,2.86
25,Cookie Former,Total,35
25,Cookie Inspector,Alarm_State,NORMAL
25,Cookie Inspector,Alarm_Text, 
25,Cookie Inspector,Bad,1
25,Cookie Inspector,Blocked,False
25,Cookie Inspector,Down,False
25,Cookie Inspector,Good,134
25,Cookie Inspector,Starved,False
25,Cookie Inspector,State,Running
25,Cookie Inspector,Total,135
25,Freezer Tunnel,Alarm_State,NORMAL
25,Freezer Tunnel,Alarm_Text, 
25,Freezer Tunnel,Bad,0
25,Freezer Tunnel,Blocked,False
25,Freezer Tunnel,Down,False
25,Freezer Tunnel,Good,135
25,Freezer Tunnel,Speed,8.82
25,Freezer Tunnel,Starved,False
25,Freezer Tunnel,State,Running
25,Freezer Tunnel,Temperature,-21.62
25,Freezer Tunnel,Total,140
25,Labeller,Alarm_State,NORMAL
25,Labeller,Alarm_Text, 
25,Labeller,Bad,0
25,Labeller,Blocked,False
25,Labeller,Down,False
25,Labeller,Good,0
25,Labeller,Starved,True
25,Labeller,State,Starved
25,Labeller,Total,0
25,Line 1,Shift,1
25,Liner Inserter,Alarm_State,NORMAL
25,Liner Inserter,Alarm_Text, 
25,Liner Inserter,Bad,0
25,Liner Inserter,Blocked,False
25,Liner Inserter,Down,False
25,Liner Inserter,Good,0
25,Liner Inserter,Starved,False
25,Liner Inserter,State,Running
25,Liner Inserter,Total,0
25,Vertical Conveyor,Alarm_State,NORMAL
25,Vertical Conveyor,Alarm_Text, 
25,Vertical Conveyor,Bad,0
25,Vertical Conveyor,Blocked,False
25,Vertical Conveyor,Down,False
25,Vertical Conveyor,Good,0
25,Vertical Conveyor,Starved,True
25,Vertical Conveyor,State,Starved
25,Vertical Conveyor,Total,0
30,Box Erector,Alarm_State,NORMAL
30,Box Erector,Alarm_Text, 
30,Box Erector,Bad,0
30,Box Erector,Blocked,False
30,Box Erector,Down,False
30,Box Erector,Good,3
30,Box Erector,Starved,False
30,Box Erector,State,Running
30,Box Erector,Total,4
30,Box Sealer,Alarm_State,NORMAL
30,Box Sealer,Alarm_Text, 
30,Box Sealer,Bad,0
30,Box Sealer,Blocked,False
30,Box Sealer,Down,False
30,Box Sealer,Good,0
30,Box Sealer,Starved,True
30,Box Sealer,State,Starved
30,Box Sealer,Total,0
30,Conveyor Left Turn,Total,0
30,Conveyor Right Turn,Total,0
30,Cookie Former,Alarm_State,NORMAL
30,Cookie Former,Alarm_Text, 
30,Cookie Former,Bad,0
30,Cookie Former,Blocked,False
30,Cookie Former,Down,False
30,Cookie Former,Good,200
30,Cookie Former,Moisture,59.28
30,Cookie Former,Starved,False
30,Cookie Former,State,Running
30,Cookie Former,Temperature,2.84
30,Cookie Former,Total,41
30,Cookie Inspector,Alarm_State,NORMAL
30,Cookie Inspector,Alarm_Text, 
30,Cookie Inspector,Bad,1
30,Cookie Inspector,Blocked,False
30,Cookie Inspector,Down,False
30,Cookie Inspector,Good,164
30,Cookie Inspector,Starved,False
30,Cookie Inspector,State,Running
30,Cookie Inspector,Total,165
30,Freezer Tunnel,Alarm_State,NORMAL
30,Freezer Tunnel,Alarm_Text, 
30,Freezer Tunnel,Bad,0
30,Freezer Tunnel,Blocked,False
30,Freezer Tunnel,Down,False
30,Freezer Tunnel,Good,165
30,Freezer Tunnel,Speed,8.81
30,Freezer Tunnel,Starved,False
30,Freezer Tunnel,State,Running
30,Freezer Tunnel,Temperature,-21.69
30,Freezer Tunnel,Total,170
30,Labeller,Alarm_State,NORMAL
30,Labeller,Alarm_Text, 
30,Labeller,Bad,0
30,Labeller,Blocked,False
30,Labeller,Down,False
30,Labeller,Good,0
30,Labeller,Starved,True
30,Labeller,State,Starved
30,Labeller,Total,0
30,Line 1,Shift,1
30,Liner Inserter,Alarm_State,NORMAL
30,Liner Inserter,Alarm_Text, 
30,Liner Inserter,Bad,0
30,Liner Inserter,Blocked,False
30,Liner Inserter,Down,False
30,Liner Inserter,Good,0
30,Liner Inserter,Starved,False
30,Liner Inserter,State,Running
30,Liner Inserter,Total,1
30,Vertical Conveyor,Alarm_State,NORMAL
30,Vertical Conveyor,Alarm_Text, 
30,Vertical Conveyor,Bad,0
30,Vertical Conveyor,Blocked,False
30,Vertical Conveyor,Down,False
30,Vertical Conveyor,Good,0
30,Vertical Conveyor,Starved,True
30,Vertical Conveyor,State,Starved
30,Vertical Conveyor,Total,0
35,Box Erector,Alarm_State,NORMAL
35,Box Erector,Alarm_Text, 
35,Box Erector,Bad,0
35,Box Erector,Blocked,False
35,Box Erector,Down,False
35,Box Erector,Good,3
35,Box Erector,Starved,False
35,Box Erector,State,Running
35,Box Erector,Total,4
35,Box Sealer,Alarm_State,NORMAL
35,Box Sealer,Alarm_Text, 
35,Box Sealer,Bad,0
35,Box Sealer,Blocked,False
35,Box Sealer,Down,False
35,Box Sealer,Good,0
35,Box Sealer,Starved,True
35,Box Sealer,State,Starved
35,Box Sealer,Total,0
35,Conveyor Left Turn,Total,0
35,Conveyor Right Turn,Total,1
35,Cookie Former,Alarm_State,NORMAL
35,Cookie Former,Alarm_Text, 
35,Cookie Former,Bad,0
35,Cookie Former,Blocked,False
35,Cookie Former,Down,False
35,Cookie Former,Good,230
35,Cookie Former,Moisture,59.27
35,Cookie Former,Starved,False
35,Cookie Former,State,Running
35,Cookie Former,Temperature,2.88
35,Cookie Former,Total,47
35,Cookie Inspector,Alarm_State,NORMAL
35,Cookie Inspector,Alarm_Text, 
35,Cookie Inspector,Bad,1
35,Cookie Inspector,Blocked,False
35,Cookie Inspector,Down,False
35,Cookie Inspector,Good,189
35,Cookie Inspector,Starved,False
35,Cookie Inspector,State,Running
35,Cookie Inspector,Total,195
35,Freezer Tunnel,Alarm_State,NORMAL
35,Freezer Tunnel,Alarm_Text, 
35,Freezer Tunnel,Bad,0
35,Freezer Tunnel,Blocked,False
35,Freezer Tunnel,Down,False
35,Freezer Tunnel,Good,195
35,Freezer Tunnel,Speed,8.83
35,Freezer Tunnel,Starved,False
35,Freezer Tunnel,State,Running
35,Freezer Tunnel,Temperature,-21.79
35,Freezer Tunnel,Total,200
35,Labeller,Alarm_State,NORMAL
35,Labeller,Alarm_Text, 
35,Labeller,Bad,0
35,Labeller,Blocked,False
35,Labeller,Down,False
35,Labeller,Good,0
35,Labeller,Starved,True
35,Labeller,State,Starved
35,Labeller,Total,0
35,Line 1,Shift,1
35,Liner Inserter,Alarm_State,NORMAL
35,Liner Inserter,Alarm_Text, 
35,Liner Inserter,Bad,0
35,Liner Inserter,Blocked,False
35,Liner Inserter,Down,False
35,Liner Inserter,Good,0
35,Liner Inserter,Starved,False
35,Liner Inserter,State,Running
35,Liner Inserter,Total,1
35,Vertical Conveyor,Alarm_State,NORMAL
35,Vertical Conveyor,Alarm_Text, 
35,Vertical Conveyor,Bad,0
35,Vertical Conveyor,Blocked,False
35,Vertical Conveyor,Down,False
35,Vertical Conveyor,Good,0
35,Vertical Conveyor,Starved,True
35,Vertical Conveyor,State,Starved
35,Vertical Conveyor,Total,0
40,Box Erector,Alarm_State,NORMAL
40,Box Erector,Alarm_Text, 
40,Box Erector,Bad,0
40,Box Erector,Blocked,False
40,Box Erector,Down,False
40,Box Erector,Good,4
40,Box Erector,Starved,False
40,Box Erector,State,Running
40,Box Erector,Total,5
40,Box Sealer,Alarm_State,NORMAL
40,Box Sealer,Alarm_Text, 
40,Box Sealer,Bad,0
40,Box Sealer,Blocked,False
40,Box Sealer,Down,False
40,Box Sealer,Good,0
40,Box Sealer,Starved,True
40,Box Sealer,State,Starved
40,Box Sealer,Total,0
40,Conveyor Left Turn,Total,0
40,Conveyor Right Turn,Total,1
40,Cookie Former,Alarm_State,NORMAL
40,Cookie Former,Alarm_Text, 
40,Cookie Former,Bad,0
40,Cookie Former,Blocked,False
40,Cookie Former,Down,False
40,Cookie Former,Good,260
40,Cookie Former,Moisture,59.25
40,Cookie Former,Starved,False
40,Cookie Former,State,Running
40,Cookie Former,Temperature,2.88
40,Cookie Former,Total,53
40,Cookie Inspector,Alarm_State,NORMAL
40,Cookie Inspector,Alarm_Text, 
40,Cookie Inspector,Bad,1
40,Cookie Inspector,Blocked,False
40,Cookie Inspector,Down,False
40,Cookie Inspector,Good,219
40,Cookie Inspector,Starved,False
40,Cookie Inspector,State,Running
40,Cookie Inspector,Total,225
40,Freezer Tunnel,Alarm_State,NORMAL
40,Freezer Tunnel,Alarm_Text, 
40,Freezer Tunnel,Bad,0
40,Freezer Tunnel,Blocked,False
40,Freezer Tunnel,Down,False
40,Freezer Tunnel,Good,225
40,Freezer Tunnel,Speed,8.82
40,Freezer Tunnel,Starved,False
40,Freezer Tunnel,State,Running
40,Freezer Tunnel,Temperature,-21.75
40,Freezer Tunnel,Total,230
40,Labeller,Alarm_State,NORMAL
40,Labeller,Alarm_Text, 
40,Labeller,Bad,0
40,Labeller,Blocked,False
40,Labeller,Down,False
40,Labeller,Good,0
40,Labeller,Starved,True
40,Labeller,State,Starved
40,Labeller,Total,0
40,Line 1,Shift,1
40,Liner Inserter,Alarm_State,NORMAL
40,Liner Inserter,Alarm_Text, 
40,Liner Inserter,Bad,0
40,Liner Inserter,Blocked,False
40,Liner Inserter,Down,False
40,Liner Inserter,Good,1
40,Liner Inserter,Starved,False
40,Liner Inserter,State,Running
40,Liner Inserter,Total,2
40,Vertical Conveyor,Alarm_State,NORMAL
40,Vertical Conveyor,Alarm_Text, 
40,Vertical Conveyor,Bad,0
40,Vertical Conveyor,Blocked,False
40,Vertical Conveyor,Down,False
40,Vertical Conveyor,Good,0
40,Vertical Conveyor,Starved,True
40,Vertical Conveyor,State,Starved
40,Vertical Conveyor,Total,0
45,Box Erector,Alarm_State,NORMAL
45,Box Erector,Alarm_Text, 
45,Box Erector,Bad,0
45,Box Erector,Blocked,False
45,Box Erector,Down,False
45,Box Erector,Good,4
45,Box Erector,Starved,False
45,Box Erector,State,Running
45,Box Erector,Total,5
45,Box Sealer,Alarm_State,NORMAL
45,Box Sealer,Alarm_Text, 
45,Box Sealer,Bad,0
45,Box Sealer,Blocked,False
45,Box Sealer,Down,False
45,Box Sealer,Good,0
45,Box Sealer,Starved,True
45,Box Sealer,State,Starved
45,Box Sealer,Total,0
45,Conveyor Left Turn,Total,0
45,Conveyor Right Turn,Total,2
45,Cookie Former,Alarm_State,NORMAL
45,Cookie Former,Alarm_Text, 
45,Cookie Former,Bad,0
45,Cookie Former,Blocked,False
45,Cookie Former,Down,False
45,Cookie Former,Good,290
45,Cookie Former,Moisture,59.36
45,Cookie Former,Starved,False
45,Cookie Former,State,Running
45,Cookie Former,Temperature,2.89
45,Cookie Former,Total,59
45,Cookie Inspector,Alarm_State,NORMAL
45,Cookie Inspector,Alarm_Text, 
45,Cookie Inspector,Bad,1
45,Cookie Inspector,Blocked,False
45,Cookie Inspector,Down,False
45,Cookie Inspector,Good,249
45,Cookie Inspector,Starved,False
45,Cookie Inspector,State,Running
45,Cookie Inspector,Total,255
45,Freezer Tunnel,Alarm_State,NORMAL
45,Freezer Tunnel,Alarm_Text, 
